Folio,Rfc,Razón social,Rubro,Misión,Valores,Actividad,Activo circulante,Activo fijo,Activo diferido,Pasivo,Patrimonio,Ingreso por donativos_Monto efectivo,Ingreso por donativos_Monto especie,Donativos otorgados_Monto efectivo,Donativos otorgados_Monto especie,Integrantes del órgano de gobierno,Monto salario,Plantilla laboral,Voluntarios,Monto salarios,Ingresos relacionados_Monto,Ingresos no relacionados_Monto,Destino de donativos_Monto,Número de beneficiados,Monto nacional operación,Monto nacional admin,Monto extranjero operación,Monto extranjero admin,ref
TRANS011576/2025,FGM1410228D4,FUNDACION GRUPO MOLINA IAP,Organizaciones civiles y fideicomisos asistenciales,"PROPORCIONAR SERVICIOS DE CALIDAD CON SENSIBILIDAD HUMANA QUE APORTEN ELEMENTOS INTEGRALES PARA AYUDAR A MEJORAR EL ESTILO DE VIDA DEL JORNALERO AGRÍCOLA, SUS FAMILIAS Y LA REGIÓN DONDE LABORAN.",HONESTIDAD: ACTUAR CON VERACIDAD ANTE TODAS LAS SITUACIONES QUE SE PRESENTEN.SOLIDARIDAD: VALOR QUE PERMITE ACTUAR DE MANERA ATENTA Y SENSIBLE CON LAS PERSONAS EN ESTADO DE VULNERABILIDAD. RESPETO: POR LA VIDA Y POR LOS SERES HUMANOS. ELIMINAR ACCIONES Y ACTITUDES VIOLENTAS O DE DISCRIMINACIÓN QUE ,Asistenciales,73270.0,218936.0,0.0,208678.0,83528.0,1263028.0,0.0,0.0,0.0,"FRANCISCO JAVIER MOLINA PAVLOVICH,MARCO ANTONIO MOLINA GOMEZ,CARLOS ANDRES MOLINA GOMEZ,ABIGAIL HIGUERA VALENZUELA",0.0,3,21,800791.0,0.0,0.0,725000.0,3300.0,0.0,0.0,0.0,0.0,data/2024/FGM1410228D4.xlsx
TRANS007413/2025,CAN720328317,COLEGIO AMADO NERVO DE IRAPUATO AC,Organizaciones civiles y fideicomisos educativos,"","",Educativa,438769.44,8839141.01,76798.96,2020295.38,7334414.03,0.0,0.0,0.0,0.0,"MARIA ANGELICA VEGA SALAS,DULCE MARIA QUINTANAR RINCON,CARMEN JIMENEZ CUAXILO",0.0,75,0,5759655.0,0.0,0.0,0.0,0.0,7299254.25,363412.75,0.0,0.0,data/2024/CAN720328317.xlsx
TRANS007700/2025,FMS131031TU4,FUNDACION MANOS DE SEDA AC,Organizaciones civiles y fideicomisos asistenciales,"BUSCAMOS FORMAR DE MANERA INTEGRAL, UNA PERSONA HUMANA INTELECTUAL, CRÍTICA Y AUTÓNOMA QUE DESARROLLE SUS INTELIGENCIAS MÚLTIPLES PARA LLEGAR A SER ALTAMENTE COMPETENTE Y CAPAZ DE MEJORAR SU REALIDAD SOCIAL.","LOS PRINCIPIOS DE IGUALDAD, LIBERTAD Y JUSTICIA CON EQUIDAD CONSTRUYEN UNA SOCIEDAD QUE GARANTICE LA CONVIVENCIA PACÍFICA Y EL RESPETO.",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MIGUEL ANGEL BARRAGAN SOSA,LUZ MARIA BARRAGAN SOSA,MIROSLAVA ALEJANDRA BARRAGAN RAMIREZ",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/FMS131031TU4.xlsx
TRANS002992/2025,AMX110217RP5,AYUDANDO MX AC,Organizaciones civiles y fideicomisos asistenciales,"BUSCAR EL BIENESTAR INMEDIATO A TRAVÉS DE LA ALIMENTACIÓN. QUEREMOS SER EL PUENTE QUE LOGRE ENTREGAR UN PLATO DE COMIDA DIARIO A QUIENES NO LO TIENEN, UNIÉNDOLOS A ELLOS, CON LA VOLUNTAD DE QUIENES QUIEREN AYUDAR, Y EL COMPROMISO DE QUIENES PUEDEN HACERLO, Y ASÍ SATISFACERLES ESTA","PERSONAS DE BAJOS RECURSOS MEJOR ALIMENTADAS, CON UNA PREOCUPACIÓN MENOS Y MÁS POSIBILIDADES DE OCUPARSE EN LA BÚSQUEDA DE SU FELICIDAD.",Asistenciales,26345.39,73646.74,0.0,5791.38,94200.75,1016806.05,0.0,0.0,0.0,"ANA ISABEL GOMEZ NIEMBRO,ANA ISABEL ANDREA NIEMBRO GONZALEZ",0.0,0,0,0.0,0.0,0.0,1299866.08,72000.0,1229866.08,0.0,0.0,0.0,data/2024/AMX110217RP5.xlsx
TRANS008215/2025,UAF850730QR0,UNIVERSIDAD AUTONOMA DE FRESNILLO AC,Organizaciones civiles y fideicomisos educativos,"PARTICIPAR EN LA TRANSFORMACIÓN DE SERES HUMANOS, MEDIANTE LA FORMACIÓN INTEGRAL CENTRADA EN VALORES,LA INVESTIGACIÓN Y LA VINCULACIÓN, PARA QUE SU DESEMPEÑO PROFESIONAL ESTE COMPROMETIDO CON LA MEJORA CONTINUA Y EL DESARROLLO SOSTENIBLE, EN BENEFICIO DE LA SOCIEDAD.","RESPETO, HONESTIDAD , EMPATÍA. SOLIDARIDAD, CIVISMO Y RESILENCIA.",Educativa,5762637.0,10630767.0,11957.0,1786756.0,14618605.0,0.0,0.0,0.0,0.0,"JERONIMO JAVIER MEDINA TRIANA,RENE GONZALEZ LOPEZ,ERNESTO ACOSTA ESCALANTE,ALFONSO HERNANDEZ VALDEZ,JAVIER LAREDO ARIAS,JESUS ALBERTO LOPEZ ESCOBEDO,MARTHA RAMOS OLMOS,MARTHA LETICIA PEREZ MARTINEZ,LETICIA RUBIO ROMO,MA. DOLORES RUBIO ACUÑA,JORGE LOPEZ ESCOBEDO,RODOLFO CARRILLO PARRA,HECTOR ESPARZA SIGALA,JAVIER RODARTE BAÑUELOS,ISMAEL GUTIERREZ HERMOSILLO,AGUSTIN ENCISO MUÑOZ,ISMAEL BARCENAS RIOS,PATRICIA SALINAS ALATORRE,ANTONIO RIVERA ROBLEDO,JOSE EULOGIO BONILLA ROBLES,JAVIER TORRES RODRIGUEZ,RAUL ALBERTO CABADA FLORES",0.0,36,0,6462878.0,17178409.0,0.0,0.0,0.0,3127066.0,15801362.0,0.0,0.0,data/2024/UAF850730QR0.xlsx
TRANS008701/2025,AUT040924J91,AUTISMO ABP,Organizaciones civiles y fideicomisos asistenciales,MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS CON AUTISMO Y DE SUS FAMILIAS.,"1.- HIJOS DE DIOS  2.- AMOR A NUESTROS SEMEJANTES.LA FAMILIA ES EL NÚCLEO DE LA SOCIEDAD. 3.- VALORES HUMANOS.LA SOLIDARIDAD, YA QUE NO PODEMOS PERMANECER INSENSIBLES ANTE EL SUFRIMIENTO DE NINGÚN SER HUMANO",Asistenciales,942050.0,562716.0,0.0,137984.0,1366782.0,1968092.0,0.0,0.0,0.0,"GUILLERMO VELA STAINES,GABRIEL ZAMBRANO ELIZONDO,EDUARDO SERVANDO GUERRA SEPULVEDA,FABIOLA TORIJANO NAVARRETE,CLAUDIA DEL CARMEN CEPEDA GARZA,GERARDO SANDOVAL FLORES,JUAN MANUEL BERNAL SANTOYO,LUIS ANGEL MONTFORT GARZA,MARIA MAGDALENA PEREZ MALDONADO LOPEZ,MANUEL INDALECIO ZERTUCHE GUERRA,VICTOR HUGO DE ANDA URIBE",0.0,7,0,417463.18,2175590.24,0.0,1062396.96,580.0,1302972.39,167962.46,0.0,0.0,data/2024/AUT040924J91.xlsx
TRANS001852/2025,CSC630405CWA,COLEGIO SALINA CRUZ AC,Organizaciones civiles y fideicomisos educativos,"IMPARTIR ENSEÑANZA EDUCATIVA EN TODOS SU GRADOS A NIÑAS, NIÑOS, Y JOVENES, CON AUTORIZACION DE RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, EN LOS TERMINOS DE LA LEY GENERAL DE EDUCACION.","COMPAÑERISMO, RESPONSABILIDAD, GENEROSIDAD, RESPETO, ESPERANZA, PRUDENCIA, AMOR, ORDEN, SOLIDARIDAD, CONFIANZA, JUSTICIA E INDEPENDENCIA",Educativa,420890.0,9301525.0,0.0,383303.0,9339112.0,0.0,0.0,0.0,0.0,"MARIA DEL ROCIO CALDERON CORDOBA,MARIA DE LOURDES VILLALOBOS GARCIA,BERTHA GOMEZ OTERO,MARIA ROSA VARGAS RENDON,SANTA MORALES CANTU,LUCIA JIMENEZ NARANJO",849733.0,89,3,9351630.0,14199480.0,0.0,14199480.0,444.0,4896107.0,115906.0,0.0,0.0,data/2024/CSC630405CWA.xlsx
TRANS004868/2025,FFC190625QA5,FUNDACION FAMILIA COLIMAN AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,297058.0,6321.0,22652439.0,27376.0,22928442.0,8339166.0,0.0,0.0,0.0,"ARMANDO CHAVEZ ACEVEDO,AUDEE RIOS CANOBBIO,ROSA DEL CARMEN MANCILLA GALLEGOS,JOSE DE JESUS FUENTES GARCIA,CESAR OMAR DOMINGUEZ GONZALEZ,EDIT HERNANDEZ OZUNA,CONSTANTINO PEREZ LOPEZ,PABLO CESAR GARCIA CUELLAR,MARIBEL GUADALUPE MUÑIZ MURILLO,HIPOLITO DE LA CRUZ OLMOS,FILIBERTO MARQUEZ ZAPIEN,MARIA MAGDALENA RODRIGUEZ DAVALOS,JORGE DOMINGUEZ FERREL,JONATAN VILLA AGUIRRE",0.0,3,0,516373.0,0.0,0.0,981066.0,7948.0,981066.0,403275.0,0.0,0.0,data/2024/FFC190625QA5.xlsx
TRANS005836/2025,BNS190823GZ3,BOMBEROS NUEVO SAN JUAN PARANGARICUTIRO AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,34718.0,1305014.0,0.0,1338076.0,1656.0,53902.0,0.0,0.0,0.0,"JUAN BANDERAS AGUILAR,AMBROCIO SAUCEDO SOTO,IMELDA VENTURA ALFARO,AMBROCIO LOPEZ SOTO,J. JESUS TORAL CHAVEZ",0.0,0,0,0.0,0.0,0.0,53902.0,23000.0,14837.0,39065.0,0.0,0.0,data/2024/BNS190823GZ3.xlsx
TRANS004504/2025,COB7608044D9,CABRAL OBREGON AC,Organizaciones civiles y fideicomisos asistenciales,"SEGUIR A JESUCRISTO SIRVIENDO A LOS POBRES, A EJEMPLO DE SAN VICENTE DE PAUL, TRABAJANDO EN FORMA ORGANIZADA, TENIENDO SIEMPRE EN CUENTA SU DIGNIDAD DE SERES HUMANOS.","SOMOS UNA FUERZA TRANSFORMADORA FRENTE A LAS POBREZAS Y EN LA SOCIEDAD, CON EL OBJETO DE ABATIR LA POBREZA EXTREMA DE NUESTRO PAIS, CONSIDERANDO A CRISTO EN CADA POBRE.",Asistenciales,9050332.43,2887181.7,0.0,251109.94,11686404.19,8485884.0,757050.0,0.0,0.0,"MARIA GEORGINA ARNAUT SALGADO,MARIA DE LOURDES MAVY CORTES GUERRA,MARTHA HERRERA DIP,PATRICIA YOLANDA PALACIOS DE LA LAMA,LYNETTE MCGEE ",0.0,46,6,4845190.0,768422.0,0.0,9328933.0,3082.0,9543243.0,0.0,0.0,0.0,data/2024/COB7608044D9.xlsx
TRANS008453/2025,CMO161112LA4,CARITAS MORELOS AC,Organizaciones civiles y fideicomisos de desarrollo social,"SOMOS UNA INSTITUCIÓN QUE PROMUEVE LA ACCIÓN ORGANIZADA DE LA SOCIEDAD  PARA CUBRIR LAS NECESIDADES DE LOS CIUDADANOS,  MATERIALES Y EMOCIONALES EN LAS PERIFERIAS EXISTENCIALES DEL ESTADO DE MORELOS, PROMOVIENDO EL DESARROLLO INTEGRAL Y SUSTENTABLE DE LAS PERSONAS, TENIENDO COMO MODELO LA AUTOGESTIÓN SOLIDARIA Y ASÍ CONSTRUIR JUNTOS UNA SOCIEDAD MAS HUMANA, JUSTA SOLIDARIA E INCLUYENTE","DIGNIDAD DE LA PERSONA HUMANA , SOCIABILIDAD, PARTICIPACIÓN, SUBSIDIARIDAD, SOLIDARIDAD, DESTINO UNIVERSAL DE LOS BIENES, BIEN COMÚN Y LA OPCIÓN REFERENCIAL POR LOS POBRES",Desarrollo social,219415.0,220034.0,0.0,420178.0,19271.0,395911.0,746395.0,0.0,0.0,"RAMON CASTRO ,LUIS MARTIN VELAZQUEZ CASILLAS,JESUS LONGAR ESTRADA",0.0,2,47,161075.0,0.0,0.0,987628.1299999999,2403.0,157785.25999999998,3064.89,0.0,0.0,data/2024/CMO161112LA4.xlsx
TRANS006789/2025,CCO940316JF0,CARITAS COLIMA IAP,Organizaciones civiles y fideicomisos asistenciales,"PROMOVER, COORDINAR Y ORGANIZAR LA CARIDAD EN LOS GRUPOS VULNERABLES, CAPACITANDO, PROPORCIONANDO Y DESARROLLANDO HERRAMIENTAS EN LAS FAMILIAS DEL ESTADO DE COLIMA PARA MEJORAR SU BIENESTAR SOCIAL.","JUSTICIA, EL BIEN COMÚN, DESARROLLO HUMANO INTEGRAL, COMPASIÓN, OPCIÓN PREFERENCIAL POR Y CON LOS POBRES Y LOS OPRIMIDOS, RESPETO Y SOLIDARIDAD.",Asistenciales,893516.0,76865.0,0.0,14452.0,955929.0,2087959.0,50052.0,0.0,0.0,"OLGA XOCHITL MONTIEL GURROLA,RUTH EVANGELINA VERDUZCO GENIS,MANUEL FELIX GARAY CUEVAS,LORIS ASSAM ASSAM,MARIA VICTORIA SEVILLA Y SOLORZANO,RICARDO SILVA ECHEVARRIA,BERTHA ALICIA CARDENAS MORALES,IRMA MEZA GUERRERO",0.0,5,45,434544.0,247353.0,0.0,1396100.0,1522.0,531108.0,0.0,0.0,0.0,data/2024/CCO940316JF0.xlsx
TRANS004753/2025,FRC1809141N1,FUNDACION REAL DE CATORCE ECOLOGICO AC,Organizaciones civiles y fideicomisos culturales,"ESTA COMPROMETIDA CON LA SOCIEDAD DEL MUNICIPIO DE CATORCE Y CONTRIBUYE A MEJORAR LA CALIDAD DE VIDA DEL PUEBLO GENERAMOS  INICIATIVAS EN BENEFICIO AL DESARROLLO SOCIAL, EDUCATIVO , CULTURAL Y ECOLOGICO.","BUSCAMOS GENERAR ALIANZAS ENTRE LAS PERSONAS , INSTITUCIONES Y AUTORIDADES PÚBLICAS , LA INICIATIVA PRIVADA Y ORGANISMOS NACIONALES E INTERNACIONALES PARA LOGRAR OBJETIVOS COMPARTIDOS , GRACIAS A SU COLABORACION Y COMPROMISOS DESARROLLAMOS PROYECTOS Y PROMOVEMOS INICIATIVAS PARA FOMENTAR VALORES CU",Culturales,259049.0,0.0,0.0,634548.0,375499.0,250000.0,0.0,0.0,0.0,"JOSE FIDEL MENDOZA GUERRERO,JUAN CARLOS DIAZ MEDRANO,PETRA PUENTE CORDOVA",0.0,0,0,0.0,0.0,0.0,0.0,0.0,324479.43999999994,0.0,0.0,0.0,data/2024/FRC1809141N1.xlsx
TRANS006084/2025,BAZ990609J93,BANCO DE ALIMENTOS DE ZACATECAS AC,Organizaciones civiles y fideicomisos asistenciales,RESCATAR ALIMENTO PARA REDUCIR EL HAMBRE Y MEJORAR LA NUTRICION DE LA POBLACION VULNERABLES EN MEXICO,"CARIDAD, HONESTIDAD, TRANSPARENCIA, ARMONIA",Asistenciales,1968675.0,3501403.0,0.0,1958907.0,3511171.0,877006.0,0.0,0.0,0.0,"JUAN CARLOS CASSALE SANCHEZ,JOSE CHAPARRO GONZALEZ,FERNANDO ORTIZ GUZMAN,CARLOS CORREA HERNANDEZ,PORFIRIO TREJO PEREZ,HECTOR MANUEL JARAMILLO LOPEZ,LAURA ZESATI IBARGUENGOYTIA,MARIVEL RODRIGUEZ BENITEZ,MARIA DOLORES SERNA IBARRA,PATRICIA SALINAS ALATORRE,VERONICA DEL CARMEN ENCISO MUÑOZ,JUAN DIEGO CHAVEZ GARCIA",0.0,20,20,3157368.0,11131197.0,0.0,11131197.0,27809.0,15320985.809999999,404073.19,0.0,0.0,data/2024/BAZ990609J93.xlsx
TRANS009897/2025,FBS210928H5A,FUNDACION BOMBEROS POR SIEMPRE AC,Organizaciones civiles y fideicomisos asistenciales,SER UNA ASOCIACION VANGUARDISTA CON COMPROMISO SOCIAL E NSTITUCIONAL QUE BUSCA RESPALDAR AL AREA DE BOMBEROS YURGENCIAS MEDICASANTICIPANDO LAS NECESIDADES MATERIALES Y DE FORMACION PROFESIONAL PARA PREVENCION Y SEGURIDAD DEL PERSONAL DE LA MISMA.,"",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"EVELIA RESENDIZ AGUILAR,MIGUEL ANGEL RAMIREZ BOURET,JUAN CARLOS HERRERA ESQUIVEL",0.0,0,7,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,data/2024/FBS210928H5A.xlsx
TRANS005669/2025,CNI481209NG6,CIUDAD DE LOS NIÑOS AC,Organizaciones civiles y fideicomisos asistenciales,"LA CIUDAD DE LOS NIÑOS, A.C.  ES UNA ORGANIZACIÓN SOCIOEDUCATIVA ORIENTADA A ATENDER NIÑOS Y ADOLESCENTES EN SITUACIÓN DE POBREZA, DESPROTECCIÓN O DESAMPARO, A TRAVÉS DE PROYECTOS EDUCATIVOS, FORMATIVOS, CULTURALES Y DE PREPARACIÓN PARA EL TRABAJO. SALVAGUARDA SUS DERECHOS EN EL MARCO DE LAS POLÍTICAS INTERNACIONALES. ES UNA OBRA DE FILANTROPÍA CON LA FILOSOFÍA DE LA COMPAÑÍA DE JESÚS.","EXPRESAN, EN LA CREACIÓN DE UN CONTEXTO PROPICIO AL INTERÉS SUPERIOR DE NIÑOS Y ADOLESCENTES, E INCLUYENTE DE TODOS LOS COLABORADORES, MEDIANTE UN AMBIENTE DE RELACIONES DE CONFIANZA, DE CONVIVENCIA PROPOSITIVA, CORRESPONSABLE, CON EL ENTORNO Y LOS RECURSOS; EN UN MARCO DE PARTICIPACIÓN Y DIÁLOGO E",Asistenciales,177819665.0,8795391.0,41887.0,810022.0,185846921.0,7650269.0,462437.0,0.0,0.0,"MIGUEL ROMERO PEREZ,JORGE ARTURO OCHOA VALENZUELA,LUIS GERARDO MORO MADRID,CESAR OCTAVIO PALACIOS GONZALEZ,HUGO XICOHTENCATL SERRANO,JOSE FERNANDO CASILLAS ENRIQUEZ,RODRIGO GARCIA FARIAS",664494.0,70,0,10180297.0,19535458.0,0.0,19364010.21,120.0,8541095.0,268729.0,0.0,0.0,data/2024/CNI481209NG6.xlsx
TRANS000106/2025,MUC190319GT9,MANOS UNIDAS POR CHIAPAS AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,5000.0,0.0,0.0,0.0,5000.0,0.0,50467.0,0.0,0.0,MANOS UNIDAS POR CHIAPAS AC,0.0,0,7,0.0,0.0,0.0,50467.0,100.0,12000.0,5500.0,0.0,0.0,data/2024/MUC190319GT9.xlsx
TRANS008014/2025,CGE1606205W8,CULTIVANDO GENERO AC,Organizaciones civiles y fideicomisos de desarrollo social,"CULTIVANDO GÉNERO AC ES UNA ORGANIZACIÓN DE LA SOCIEDAD CIVIL EN AGUASCALIENTES, QUE DESDE HACE NUEVE AÑOS TRABAJA POR UNA CULTURA DE PAZ PARA NIÑAS, NIÑOS, ADOLESCENTES Y MUJERES; SOMOS TRANSINCLUYENTES, Y ORGANIZAMOS NUESTRO TRABAJO A TRAVÉS DE LOS SIGUIENTES EJES TEMÁTICOS: DERECHOS DIGITALES, ACOSO Y HOSTIGAMIENTO SEXUAL TANTO EN ÁMBITOS LABORALES COMO ESCOLARES, DERECHO AL CUIDADO COMO UN DERECHO HUMANO, INTERSECCIONALIDAD,","NUESTROS VALORES SE BASAN EN LA ÉTICA FEMINISTA, LOS PRINCIPIOS QUE ADOPTAMOS Y QUE ACOMPAÑAN NUESTRO ACTUAR SON: EMPATÍA, FEMINISMO, HONESTIDAD, INFORMACIÓN, CIUDADANÍA, HORIZONTALIDAD, EDUCACIÓN PARA LA PAZ, CRÍTICA Y AUTOCRÍTICA, CUIDADO Y AUTOCUIDADO",Desarrollo social,1352285.71,0.0,0.0,0.0,1352285.71,699687.77,0.0,0.0,0.0,"MARIA ANGELICA CONTRERAS RUVALCABA,MARIA LIZET ROMERO GUZMAN,WINA ROSAS ESCUTIA",0.0,34,15,559919.28,0.0,0.0,699687.77,1070.0,54801.15,5267.15,0.0,0.0,data/2024/CGE1606205W8.xlsx
TRANS010559/2025,RDA180425MY8,"RESCATA, DONA Y AYUDA AC",Organizaciones civiles y fideicomisos asistenciales,"BUSCA APOYAR ERRADICAR EL HAMBRE EN MÉXICO, REDUCIR EL DESPERDICIO DE ALIMENTOS EN HOTELES Y RESTAURANTES Y CONTRIBUIR A LA DISMINUCIÓN DE LAS EMISIONES DE DIÓXIDO DE CARBÓN .","SER EL PRIMER BANCO DE ALIMENTOS DIGITAL DE MÉXICO EN COOPERACIÓN CON BAMX PARA DESARROLLAR UNA PLATAFORMA QUE PERMITA LA IMPLEMENTACIÓN DE UN PROGRAMA A GRAN ESCALA PARA RECUPERAR ALIMENTO EN BUEN ESTADO NUTRIMENTAL DE HOTELES Y RESTAURANTES EN LAS PRINCIPALES ÁREAS TURÍSTICAS, ASÍ COMO DE LAS CIU",Asistenciales,299087.0,320000.0,0.0,0.0,619087.0,0.0,0.0,0.0,0.0,"FEDERICO GONZALEZ CELAYA,ENRIQUE GOMEZ JUNCO BLANCQ-CAZAUX",0.0,0,0,0.0,3832.0,0.0,0.0,0.0,147454.0,0.0,0.0,0.0,data/2024/RDA180425MY8.xlsx
TRANS005157/2025,CTA121019TN1,LA CULTURA DE LA TAUROMAQUIA AC,Organizaciones civiles y fideicomisos culturales,"ASOCIACIÓN NO LUCRATIVA DE AFICIONADOS PARA ENSEÑAR LOS VERDADEROS VALORES DE LA TAUROMAQUIA, QUE PROTEGE Y DEFIENDE UNA DE LAS MANIFESTACIONES CULTURALES MAS IMPORTANTES DE MÉXICO , Y GENERA MILES DE EMPLEOS EN NUESTRO PAÍS.","SOLIDARIDAD, RESPETO Y SOSTENIBILIDAD ; VALORAMOS LA DIGNIDAD DE LA PERSONA, EL MEDIO AMBIENTE Y TODOS NUESTROS GRUPOS DE INTERES, ACTUANDO EN CONGRUENCIA CON NUESTRAS NORMAS Y COMPROMISOS COMO INSTITUCION.",Culturales,846563.0,0.0,0.0,114328.0,732235.0,2761379.0,0.0,0.0,0.0,"JOSE SABORIT SANTA,JOSE ARTURO JIMENEZ MANGAS,ARMANDO SALINAS TORRE,LUIS ALBERTO NIÑO DE RIVERA LAJOUS,SERGIO HERNANDEZ WEBER",0.0,0,6,0.0,0.0,0.0,2400000.0,18265.0,2814536.0,15852.0,0.0,0.0,data/2024/CTA121019TN1.xlsx
TRANS003416/2025,AMA890629U11,ALIANZA DE MAESTROS AC,Organizaciones civiles y fideicomisos asistenciales,ANIMAR A LOS EDUCADORES A VIVIR PLENAMENTE SU VOCACIÓN CON PROFESIONALISMO EN UN MARCO DE VALORES TRASCENDENTES PARA INCIDIR EN NIÑOS Y JÓVENES CON MENOS OPORTUNIDADES,"VOCACIÓN, SERVICIO, RESPONSABILIDAD, TRANSPARENCIA, INTEGRIDAD, PROFESIONALISMO, RESPETO, SOLIDARIDAD, HONESTIDAD, EMPATÍA, ALEGRÍA, EXCELENCIA, COMPETENCIA, TRASCENDENCIA",Asistenciales,283458.0,111490.0,0.0,6013.0,388935.0,60000.0,0.0,2400.0,0.0,"CARLOS FABIAN AGUIRRE MARIN,MARCO ANTONIO ESPONDA GAXIOLA",0.0,0,150,0.0,0.0,16466.0,77591.0,6700.0,77591.0,4077.0,0.0,0.0,data/2024/AMA890629U11.xlsx
TRANS007709/2025,CSC1403101IA,COGNITIVE SCIENCE AC,Organizaciones civiles y fideicomisos para la investigación científica o tecnológica,DESARROLLAR Y PROMOVER LA INVESTIGACION CIENTIFICA MEDICA EN MEXICO POR SI O A TRAVES DE TERCEROS PARA COADYUVAR AL MEJORAMIENTO DE LA SALUD PUBLICA,"ESTAR A LA VANGUARDIA  EN MEXICO EN LAS AREAS DE NEIROCIRUGIA, NEUROQUIRURGICO, NEUROPSIQUIATRICOS, NEUROLENGUISTICO Y PSICOLOGICOS",Investigación científica o tecnológica ,378743.49,0.0,0.0,0.0,378743.49,281521.7,0.0,0.0,0.0,"MARIA GABRIELA CHAVEZ MAGDALENO,JOSE VICENTE ARTURO RAMOS LOPEZ,INGRID SALOME MORALES SANCHEZ,FIACRO JIMENEZ PONCE",0.0,0,0,0.0,281521.7,352572.5,0.0,0.0,0.0,463957.6600000001,0.0,0.0,data/2024/CSC1403101IA.xlsx
TRANS013011/2025,CEC901206HB4,CENTRO DE EDUCACION Y CULTURA DE CANCUN SC,Organizaciones civiles y fideicomisos educativos,"FORMAR PERSONAS ÍNTEGRAS, TRABAJANDO EN CONJUNTO CON SU FAMILIA, PARA QUE SEAN LIDERES DE ACCIÓN POSITIVA Y CONSTRUCTORES CONVENCIDOS DE LA CIVILIZACIÓN DE LA JUSTICIA SEGÚN LOS PRINCIPIOS DEL HUMANISMO.",EDUCAR Y SERVIR,Educativa,18594858.0,21405371.0,2900.0,23382509.0,16620620.0,1525070.0,0.0,345000.0,0.0,EZEQUIEL CARLOS LUJAN VALLADOLID,0.0,87,0,25802133.0,64544557.0,0.0,1525070.0,501.0,60400480.0,0.0,0.0,0.0,data/2024/CEC901206HB4.xlsx
TRANS001253/2025,PMT180626RK4,PATRONATO DEL MUSEO TAMAYO DE OAXACA AC,Organizaciones civiles y fideicomisos culturales,"APOYAR LAS ACTIVIDADES Y OBJETIVOS DEL MUSEO RUFINO TAMAYO DE OAXACA EN LA CONSERVACIÓN, INVESTIGACIÓN Y DIFUSIÓN DE LA COLECCIÓN DE ARTE PREHISPÁNICO DE MÉXICO","RESPONSABILIDAD,  ETICA Y HONESTIDAD",Culturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CARLOS MANUEL SADA SOLANA,CARLOS FUENTES LOPEZ,ANNE MAYAGOITIA HILL",0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/PMT180626RK4.xlsx
TRANS012373/2025,ULP920108BT1,UNIVERSIDAD LOYOLA DEL PACIFICO AC,Organizaciones civiles y fideicomisos educativos,"FORMAR ACADÉMICAMENTE HOMBRES Y MUJERES DESDE EL HUMANISMO IGNACIANO, QUE CONTRIBUYAN RESPONSABLEMENTE AL DESARROLLO SUSTENTABLE EN LO ECONÓMICO, POLÍTICO Y SOCIAL DE LA REGIÓN Y EL PAÍS MEDIANTE LA CONSTRUCCIÓN DEL CONOCIMIENTO Y LA CULTURA QUE FAVOREZCA EL LOGRO DE UNA SOCIEDAD JUSTA, EQUITATIVA Y SOLIDARIA, EN UN MOMENTO DE APERTURA, LIBERTAD Y RESPETO.","LA UNIVERSIDAD LOYOLA DEL PACÍFICO, A.C. INSPIRADA EN EL MODELO IGNACIANO, SERÁ LA PRIMERA OPCIÓN DE EDUCACIÓN SUPERIOR EN ACAPULCO, RECONOCIDA POR SUS ALTOS ESTÁNDARES DE CALIDAD Y PROPUESTAS FORMATIVAS, POR LA PERTINENCIA SOCIAL Y DE SUS PROGRAMAS Y LA CONTRIBUCIÓN SIGNIFICATIVO DE SUS EGRESADOS ",Educativa,2073428.0,7747763.0,0.0,16266434.0,6445243.0,1508678.0,0.0,2600.0,0.0,"JORGE MADRIGAL GARCIA,MARIO PASTA MUÑUZURI,MARIANO IGNACIO ALONSO MARCOS,CESAR MANUEL BAJOS VALVERDE,JESUS VELA ALVIZU MEJIA,J. DAVID PEÑA SOBERANIS,ENRIQUE FELIX NARCISO PASTA MUÑUZURI,EFREN JESUS LOPEZ FLORES,JOSE ARAUJO AGUILAR,CARLOS ALVAREZ REYES,ALEJANDRO LAGAR SALAS",0.0,192,0,18540123.0,29550452.0,0.0,6900898.0,235.0,18272494.0,18043008.0,925523.0,0.0,data/2024/ULP920108BT1.xlsx
